6111, 22.0391, 22.0938, 22.0859, 22.0859
7893, 21.8906, 21.7656, 21.8203, 21.6328
9979, 21.6094, 21.4766, 21.5625, 21.4375
11522, 21.3359, 21.3594, 21.4766, 21.2266
13100, 21.3828, 21.1719, 21.2578, 21.2031
14690, 21.3125, 21.0625, 21.2969, 21.2109
16423, 21.1484, 21.0859, 21.2266, 21.0781
18186, 21.1016, 21.0078, 21.2109, 21.0781
19587, 21.0547, 20.9766, 21.1484, 21.0781
21329, 21.0312, 20.9922, 21.2109, 21.0547
23206, 20.9766, 20.9922, 21.1406, 21.0625
24774, 21.0312, 21.0312, 21.0391, 21.0547
26860, 21.0078, 20.9688, 21.0547, 21.0312
28571, 20.9453, 20.8828, 21.0625, 21.0156
30158, 20.9922, 20.9688, 21.0781, 21.1016
31735, 20.9453, 20.8984, 21.0547, 20.9922
33686, 20.9219, 21.0156, 21.0156, 21.0156
35750, 20.8828, 20.9297, 21.0547, 20.9766
37295, 20.9219, 20.8438, 20.9766, 21.0391
38862, 20.8359, 20.9453, 20.9688, 21.0156
40630, 20.8828, 20.9219, 20.9531, 21.0078
42571, 20.8203, 20.9062, 20.9688, 20.8672
44350, 20.8438, 20.8828, 21.0156, 20.9688
45938, 20.8672, 20.8594, 20.9219, 20.9453
47505, 20.8203, 20.8672, 20.8984, 20.9688
49073, 20.8359, 20.8438, 20.9062, 20.8984
50828, 20.8125, 20.8828, 20.8828, 20.9219
52398, 20.8203, 20.8828, 20.8594, 20.9219
53975, 20.7812, 20.8359, 20.8984, 20.8594
55750, 20.75, 20.8438, 20.8828, 20.9219
57802, 20.8359, 20.9062, 20.8984, 20.8828
59568, 20.7734, 20.8203, 20.8594, 20.8438
61149, 20.8125, 20.8125, 20.9062, 20.9453
63271, 20.7109, 20.8984, 20.8672, 20.9297
64849, 20.7578, 20.9219, 20.8672, 20.9219
66606, 20.7578, 20.9062, 20.8203, 20.9062
68340, 20.7969, 20.8125, 20.8984, 20.9297
70403, 20.7969, 20.8594, 20.8828, 20.8594
71969, 20.8125, 20.8359, 20.8203, 20.8594
73726, 20.8438, 20.7969, 20.8672, 20.8984
75491, 20.7031, 20.8125, 20.8203, 20.8828
77245, 20.7266, 20.7578, 20.7734, 20.8438
78770, 20.75, 20.8672, 20.8594, 20.75
80480, 20.75, 20.8203, 20.8984, 20.8359
82511, 20.7031, 20.8203, 20.8438, 20.8828
84287, 20.7344, 20.8672, 20.8438, 20.8984
86207, 20.7734, 20.8203, 20.8672, 20.8438
87785, 20.7578, 20.8984, 20.8125, 20.9297
89915, 20.75, 20.8359, 20.8828, 20.9062
92022, 20.7734, 20.8672, 20.8203, 20.8984
94097, 20.7344, 20.7812, 20.7344, 20.8984
95630, 20.75, 20.8828, 20.7266, 20.9062
97396, 20.6875, 20.8672, 20.7969, 20.8438
99326, 20.75, 20.8984, 20.8359, 20.8672
100885, 20.7969, 20.8672, 20.7031, 20.9922
102606, 20.7578, 20.8672, 20.7969, 20.8984
104695, 20.7969, 20.8672, 20.7734, 20.9922
106726, 20.7266, 20.8594, 20.8672, 20.9297
108461, 20.7812, 20.9531, 20.8984, 20.9531
110061, 20.8125, 20.9062, 20.8594, 20.9297
111802, 20.8125, 20.9453, 20.8203, 21.0078
113734, 20.8203, 20.8828, 20.7812, 21.0547
115300, 20.8203, 20.9531, 20.8828, 21.0312
117043, 20.9219, 20.9688, 20.8672, 20.9922
118611, 20.7812, 20.9453, 20.8203, 20.9297
120366, 20.7734, 20.9531, 20.8359, 20.9531
121920, 20.9062, 20.9531, 20.7969, 21.0312
123664, 20.8594, 21.0547, 20.9531, 21.0547
125764, 20.8828, 20.9688, 20.8594, 20.9688
127495, 20.8984, 20.9297, 20.8594, 21.0391
129450, 20.8672, 20.9688, 20.8828, 20.9922
131390, 20.8594, 20.9688, 20.8672, 21.0078
133091, 20.8203, 20.8984, 20.8828, 21.0312
134665, 20.9453, 20.9062, 20.8828, 21.0547
136772, 20.9531, 20.9453, 20.8672, 20.9688
138859, 20.8125, 20.9453, 20.8594, 20.9922
140960, 20.8594, 20.9453, 20.8359, 20.9688
143057, 20.9297, 20.8594, 20.9062, 20.9688
144655, 20.8203, 20.9062, 20.8594, 20.9531
146720, 20.8594, 21.0078, 20.8828, 20.9531
148825, 20.8828, 20.9531, 20.75, 20.9453
150890, 20.8438, 20.8984, 20.7734, 20.9062
152955, 20.8125, 20.8672, 20.8438, 20.8672
154688, 20.7109, 20.8828, 20.8203, 20.8828
